key	scope	area	screen	ru	en	status	note
pattern.e-007.fix.0	mvp	pattern	8.2	Сценарий с правилом «Только доказательства»		draft	Контент: шаг fix-миссии
pattern.e-007.fix.1	mvp	pattern	8.2	Сценарий с конфликтом таймфреймов		draft	Контент: шаг fix-миссии
pattern.e-007.fix.2	mvp	pattern	8.2	Сценарий без вкладки «Соцфон»		draft	Контент: шаг fix-миссии
journal.p.history	mvp	journal	8.2	История		draft	
journal.p.continueFix	mvp	journal	8.2	Продолжить fix-миссию		draft	
journal.fixActive	mvp	journal	8.2	Миссия активна		draft	
journal.fixDone	mvp	journal	8.2	Миссия завершена		draft	
journal.patBack	mvp	journal	8.2	Паттерн вернулся		draft	
journal.f.all	mvp	journal	8.3	ВСЕ		draft	Счётчики компонуются в коде
journal.f.arena	mvp	journal	8.3	ПРАКТИКА		draft	
journal.f.academy	mvp	journal	8.3	ОБУЧЕНИЕ		draft	
journal.f.tourn	mvp	journal	8.3	ТУРНИР		draft	
journal.sortQ	mvp	journal	8.3	КАЧЕСТВО ↓		draft	
journal.row.scen	mvp	journal	8.3	Сценарий {n} · {topic}		draft	{topic}: тема сценария из контента
journal.row.meta	mvp	journal	8.3	{decision} · v{v} · {rule}		draft	
journal.row.tourn	mvp	journal	8.3	Турнир · Раунд {n}		draft	
journal.row.metaNoRule	mvp	journal	8.3	{decision} · v{v}		draft	
journal.noRule	mvp	journal	8.3	без правила		draft	
journal.row.lesson	mvp	journal	8.3	Обучение · глава {ch} урок {n}		draft	
journal.row.right	mvp	journal	8.3	Практика · верно		draft	
journal.row.wrong	mvp	journal	8.3	Практика · неверно		draft	Мой текст; симметрично right
journal.immutable	mvp	journal	8.3	История неизменяема. Она хранит версию датасета и правил оценки на момент решения.		draft	
journal.export	mvp	journal	8.3	Экспорт истории		draft	
tourn.active	mvp	tourn	9.1	АКТИВНЫЙ ТУРНИР		draft	
tourn.weekTitle	mvp	tourn	9.1	{name} · НЕДЕЛЯ {n}		draft	
tourn.closesIn	mvp	tourn	9.1	Закрытие через {t} · {n} сценариев		draft	{t}: «2 д 14 ч» (units.time)
tourn.inGame	mvp	tourn	9.1	ВЫ В ИГРЕ		draft	Бейдж активной карточки (tourn.joined — для строк списка)
tourn.doneOf	mvp	tourn	9.1	Пройдено {done} из {total}		draft	
tourn.continueRound	mvp	tourn	9.1	Продолжить раунд {n}		draft	
tourn.open	mvp	tourn	9.1	ОТКРЫТЫЕ ЗАЯВКИ		draft	
tourn.ruleFixed	mvp	tourn	9.1	Правило задано · старт через {t}		draft	REVIEW: в прототипе 9.1 — «Правило задан» (опечатка)
tourn.scenHidden	mvp	tourn	9.1	{n} сценариев · таймер скрыт		draft	
tourn.needLevel	mvp	tourn	9.1	требует уровень {n}+		draft	
tourn.free	mvp	tourn	9.1	БЕСПЛАТНО		draft	
tourn.available	mvp	tourn	9.1	ДОСТУПНО		draft	
tourn.past	mvp	tourn	9.1	ЗАВЕРШЁННЫЕ		draft	
tourn.pastRow	mvp	tourn	9.1	Место {place} из {total} · качество {q}		draft	
tourn.results	mvp	tourn	9.1	ИТОГИ		draft	
tourn.speedNote	mvp	tourn	9.1	Скорость не даёт очков. Она только разводит равные результаты.		draft	
tourn.none	mvp	tourn	9.1	Нет активных турниров. Открытые заявки — ниже.		draft	Мой текст; состояние «Нет активных»
tourn.locked	mvp	tourn	9.1	Нужен уровень {n}		draft	
tourn.brief.sub	mvp	tourn	9.2	ОДИН ДАТАСЕТ НА ВСЕХ. ОТГОВОРКИ ЗАКОНЧИЛИСЬ.		draft	
tourn.brief.scenarios	mvp	tourn	9.2	СЦЕНАРИЕВ		draft	
tourn.brief.dataset	mvp	tourn	9.2	ДАТАСЕТ		draft	
tourn.brief.rule	mvp	tourn	9.2	ПРАВИЛО		draft	Значение — protocol.*.title
tourn.brief.timer	mvp	tourn	9.2	ТАЙМЕР		draft	
tourn.hidden	mvp	tourn	9.2	скрыт		draft	
tourn.brief.tabs	mvp	tourn	9.2	ВКЛАДОК		draft	
tourn.tabsOf	mvp	tourn	9.2	{n} из {total}		draft	
tourn.brief.tries	mvp	tourn	9.2	ПОПЫТКИ		draft	
tourn.fair	mvp	tourn	9.2	ЦЕЛОСТНОСТЬ		draft	
tourn.fairHash	mvp	tourn	9.2	Хэш скрытого будущего		draft	
tourn.published	mvp	tourn	9.2	ОПУБЛИКОВАН		draft	
tourn.hashNote	mvp	tourn	9.2	{hash} · опубликован до открытия окна		draft	
tourn.howWin	mvp	tourn	9.2	КАК ОПРЕДЕЛЯЕТСЯ МЕСТО		draft	
tourn.win1	mvp	tourn	9.2	Качество решений		draft	Номера 1–4 — в коде/в главе? здесь без номеров
tourn.win1sub	mvp	tourn	9.2	сумма 0–100 по {n} сценариям		draft	
tourn.win2	mvp	tourn	9.2	Соблюдение правила		draft	
tourn.win2sub	mvp	tourn	9.2	штраф за нарушение		draft	
tourn.win3	mvp	tourn	9.2	Работа с доказательствами		draft	
tourn.win3sub	mvp	tourn	9.2	какие вкладки были открыты		draft	
tourn.win4	mvp	tourn	9.2	Скорость		draft	
tourn.win4sub	mvp	tourn	9.2	только при полном равенстве		draft	
tourn.startRound	mvp	tourn	9.2	Начать раунд {n}		draft	
tourn.before	mvp	tourn	9.2	До старта		draft	
tourn.live	mvp	tourn	9.2	В процессе		draft	
tourn.closed	mvp	tourn	9.2	Окно закрыто		draft	
tourn.boardOf	mvp	tourn	9.3	{n} УЧАСТНИКОВ		draft	Заголовок — tourn.board
tourn.tab.all	mvp	tourn	9.3	ОБЩИЙ		draft	
tourn.tab.friends	mvp	tourn	9.3	ДРУЗЬЯ		draft	
tourn.division	mvp	tourn	9.3	ДИВИЗИОН {n}		draft	
tourn.rowClean	mvp	tourn	9.3	Правило соблюдено · доказательства {n}/{total}		draft	Галка ✓ запрещена конвенциями — словами
tourn.rowFaster	mvp	tourn	9.3	· быстрее		draft	Суффикс строки при равенстве
tourn.rowViol	mvp	tourn	9.3	Правило {n} нарушение · доказательства {m}/{total}		draft	{n} плюрализуется
tourn.youAs	mvp	tourn	9.3	ВЫ · {id}		draft	Строка игрока (tourn.you — короткое «ТЫ»)
tourn.order	mvp	tourn	9.3	ПОРЯДОК СРАВНЕНИЯ		draft	
tourn.orderVal	mvp	tourn	9.3	1 КАЧЕСТВО · 2 ПРАВИЛО · 3 ДОКАЗАТЕЛЬСТВА · 4 СКОРОСТЬ		draft	
tourn.orderNote	mvp	tourn	9.3	Скорость влияет только при полном совпадении трёх предыдущих критериев — пункты 2 и 3 развели места {a} и {b}.		draft	
tourn.prizeNote	mvp	tourn	9.3	Награды турнира косметические и контентные. Никаких выводимых активов.		draft	
tourn.final	mvp	tourn	9.3	Итоговый		draft	
tourn.prelim	mvp	tourn	9.3	Предварительный		draft	
tourn.hiddenUntilClose	mvp	tourn	9.3	Скрыт до закрытия окна		draft	
tourn.myResult	mvp	tourn	9.4	МОЙ РЕЗУЛЬТАТ		draft	
tourn.myPlace	mvp	tourn	9.4	МЕСТО {place} / {total}		draft	
tourn.topQ	mvp	tourn	9.4	ТОП {n}% ПО КАЧЕСТВУ		draft	
tourn.mySub	mvp	tourn	9.4	Одно нарушение правила стоило тебе одного места.		draft	
tourn.byRound	mvp	tourn	9.4	ПО РАУНДАМ		draft	
tourn.roundRow	mvp	tourn	9.4	Раунд {n} · {topic}		draft	
tourn.roundClean	mvp	tourn	9.4	правило		draft	Галка — SVG
tourn.prizes	mvp	tourn	9.4	НАГРАДЫ		draft	
tourn.prizeLine	mvp	tourn	9.4	+{xp} XP · +{coins} МОНЕТ · ЗНАК: {name}		draft	
tourn.sourcesOpen	mvp	tourn	9.4	Источники всех {n} сценариев открыты после закрытия окна турнира.		draft	
tourn.reviewRounds	mvp	tourn	9.4	Разбор раундов		draft	
tourn.done	mvp	tourn	9.4	Завершён		draft	
tourn.unfinished	mvp	tourn	9.4	Незавершён		draft	Мой текст
tourn.dq	mvp	tourn	9.4	Дисквалификация		draft	
tourn.dqBody	mvp	tourn	9.4			todo	Пояснение дисквалификации игроку
journal.hasPatterns	mvp	journal	8.1	Есть паттерны		draft	Состояние
journal.view.list	mvp	journal	8.3	Список		draft	Состояние вида
journal.view.modeFilter	mvp	journal	8.3	Фильтр по режиму		draft	Состояние вида
pattern.e-007.short	mvp	pattern	3.1	вход без подтверждения		draft	Контент: короткая подпись паттерна для карточек
pattern.e-012.short	mvp	pattern	3.1			todo	Контент: короткая подпись паттерна E-012
pattern.e-021.short	mvp	pattern	3.1			todo	Контент: короткая подпись паттерна E-021
pattern.e-004.short	mvp	pattern	3.1			todo	Контент: короткая подпись паттерна E-004
pattern.e-030.short	mvp	pattern	3.1			todo	Контент: короткая подпись паттерна E-030
tourn.dry.title	mvp	tourn	9.1	СУХОЙ ОБЪЁМ		draft	Контент: название турнира
tourn.dry.body	mvp	tourn	9.1			todo	Контент: описание турнира
tourn.discipline.title	mvp	tourn	9.1	ДИСЦИПЛИНА ПОСЛЕ УБЫТКА		draft	Контент: название турнира
tourn.discipline.body	mvp	tourn	9.1			todo	Контент: описание турнира
tourn.web3.title	mvp	tourn	9.1	WEB3-ГИГИЕНА		draft	Контент: название турнира
tourn.web3.body	mvp	tourn	9.1			todo	Контент: описание турнира
tourn.leagueLine	mvp	tourn	9.1	ЛИГА СЕЗОНА · ДИВИЗИОН {n}		draft	
tourn.timerCalm	mvp	tourn	9.1	Таймер не создаёт панику: может быть скрыт		draft	
tourn.headerTitle	mvp	tourn	9.2	{name} НЕДЕЛЯ {n}		draft	Заголовок шапки 9.2 (без «·»)
market.tab.shop	mvp	market	10.1	МАГАЗИН		draft	
market.tab.pass	mvp	market	10.1	ПАСС		draft	
market.tab.pro	mvp	market	10.1	ПОДПИСКА		draft	
market.tab.authors	mvp	market	10.1	АВТОРЫ		draft	
market.tab.wallet	mvp	market	10.1	КОШЕЛЁК		draft	
market.cosmetic	mvp	market	10.1	КОСМЕТИКА		draft	
market.i.frame-dry.title	mvp	market	10.1	РАМКА КАРТ «СУХОЙ ОБЪЁМ»		draft	Контент: товар
market.i.frame-dry.body	mvp	market	10.1			todo	Контент: описание товара
market.i.avatar-skeleton.title	mvp	market	10.1	АВАТАР «СПОКОЙНЫЙ СКЕЛЕТ»		draft	Контент: товар
market.i.avatar-skeleton.body	mvp	market	10.1			todo	Контент: описание товара
market.i.theme-gazeta.title	mvp	market	10.1	ТЕМА ИНТЕРФЕЙСА «ГАЗЕТА»		draft	Контент: товар
market.i.theme-gazeta.body	mvp	market	10.1			todo	Контент: описание товара
market.i.stamp-clean.title	mvp	market	10.1	ШТАМП ЖУРНАЛА «НЕ ВИНОВАТ»		draft	Контент: товар
market.i.stamp-clean.body	mvp	market	10.1			todo	Контент: описание товара
market.i.pack-liquidity.title	mvp	market	10.1	НАБОР СЦЕНАРИЕВ «ЛИКВИДНОСТЬ 2019–21»		draft	Контент: товар
market.i.pack-liquidity.body	mvp	market	10.1			todo	Контент: описание товара
market.i.extra-tab.title	mvp	market	10.1	ДОП. ВКЛАДКА НА СЦЕНАРИЙ		draft	Контент: товар
market.i.extra-tab.body	mvp	market	10.1	разовое открытие данных		draft	Контент: товар
market.packOf	mvp	market	10.1	+{n} исторических ситуаций		draft	
market.packLock	mvp	market	10.1	{n} ситуаций · требует главу {ch}		draft	
market.closed	mvp	market	10.1	ЗАКРЫТО		draft	
market.preview	mvp	market	10.1	ПРЕВЬЮ		draft	
market.contentExt	mvp	market	10.1	РАСШИРЕНИЯ КОНТЕНТА		draft	
market.never	mvp	market	10.1	ЗАПРЕЩЕНО ПРОДАВАТЬ		draft	
market.never.0	mvp	market	10.1	готовые правильные ответы		draft	
market.never.1	mvp	market	10.1	буст оценки и рейтинга		draft	
market.never.2	mvp	market	10.1	повышенные лимиты риска		draft	
market.never.3	mvp	market	10.1	базовые защитные знания		draft	
market.never.4	mvp	market	10.1	лутбоксы, влияющие на качество		draft	
market.never.5	mvp	market	10.1	сигналы и прогнозы		draft	
market.foot	mvp	market	10.1	Все покупки косметические. Разочарование — бесплатно.		draft	
market.pass.title	mvp	market	10.2	СИГНАЛ-ПАСС		draft	
market.pass.season	mvp	market	10.2	СЕЗОН {n} · «{name}»		draft	
market.pass.left	mvp	market	10.2	До конца сезона {t}		draft	{t}: units.time
market.pass.of	mvp	market	10.2	{n} / {total}		draft	
market.pass.track	mvp	market	10.2	ТРЕК НАГРАД		draft	
market.pass.tracks	mvp	market	10.2	БЕСПЛАТНО / PRO		draft	
market.pass.rw.0	mvp	market	10.2	Рамка карт		draft	Контент сезона 1
market.pass.rw.1	mvp	market	10.2	80 монет		draft	Контент сезона 1
market.pass.rw.2	mvp	market	10.2	Аватар		draft	Контент сезона 1
market.pass.rw.3	mvp	market	10.2	Набор сценариев		draft	Контент сезона 1
market.pass.rw.4	mvp	market	10.2	Штамп журнала		draft	Контент сезона 1
market.pass.free	mvp	market	10.2	БЕСПЛ		draft	
market.pass.pro	mvp	market	10.2	PRO		draft	
market.pass.price	mvp	market	10.2	ЦЕНА PRO-ПАССА		draft	
market.pass.for	mvp	market	10.2	ПРОГРЕСС ЗА		draft	
market.pass.forWhat	mvp	market	10.2	качество		draft	
market.pass.notOn	mvp	market	10.2	НЕ ВЛИЯЕТ НА		draft	
market.pass.notWhat	mvp	market	10.2	оценку		draft	
market.pass.burn	mvp	market	10.2	СГОРАЕТ		draft	
market.pass.burnNo	mvp	market	10.2	нет, контент остаётся		draft	
market.pass.fair	mvp	market	10.2	Пасс не ускоряет обучение и не повышает оценку. Он только меняет внешний вид и объём контента.		draft	
market.pass.buy	mvp	market	10.2	Оформить PRO-пасс · {price}		draft	
market.pass.stateFree	mvp	market	10.2	Бесплатный трек		draft	
market.pass.statePro	mvp	market	10.2	PRO активен		draft	
market.pass.ended	mvp	market	10.2	Сезон завершён		draft	
market.pro.hero	mvp	market	10.3	PRO НЕ ДЕЛАЕТ ТЕБЯ УМНЕЕ. ОН ДАЁТ БОЛЬШЕ МАТЕРИАЛА ДЛЯ ОШИБОК.		draft	
market.pro.month	mvp	market	10.3	МЕСЯЦ		draft	
market.pro.year	mvp	market	10.3	ГОД		draft	
market.pro.pick	mvp	market	10.3	Выбрать		draft	
market.pro.included	mvp	market	10.3	ВХОДИТ		draft	
market.pro.in.0	mvp	market	10.3	Без дневного лимита сценариев		draft	
market.pro.in.1	mvp	market	10.3	Расширенная аналитика журнала		draft	
market.pro.in.2	mvp	market	10.3	Доступ к архиву сезонных наборов		draft	
market.pro.in.3	mvp	market	10.3	Косметические рамки и темы		draft	
market.pro.never	mvp	market	10.3	НЕ ВХОДИТ НИКОГДА		draft	
market.pro.out.0	mvp	market	10.3	Правильные ответы и подсказки		draft	
market.pro.out.1	mvp	market	10.3	Повышение оценки или места в турнире		draft	
market.pro.out.2	mvp	market	10.3	Приоритет в лидерборде		draft	
market.pro.cancel	mvp	market	10.3	Отмена в любое время. Купленный контент остаётся доступным.		draft	
market.pro.none	mvp	market	10.3	Нет подписки		draft	
market.pro.active	mvp	market	10.3	Активна		draft	
market.pro.until	mvp	market	10.3	Отменена (доступ до {date})		draft	
market.auth.status	mvp	market	10.4	СТАТУС ФУНКЦИИ		draft	
market.auth.mvpNote	mvp	market	10.4	В MVP раздел виден, но наполняется только редакцией. Открытые загрузки выключены.		draft	
market.auth.afterMvp	mvp	market	10.4	ПОСЛЕ MVP МОДЕРАЦИЯ ОБЯЗАТЕЛЬНА		draft	
market.auth.editorial	mvp	market	10.4	РЕДАКЦИОННЫЕ НАБОРЫ		draft	
market.auth.metaOpen	mvp	market	10.4	{n} ситуаций · методика открыта		draft	
market.auth.metaSrc	mvp	market	10.4	{n} ситуаций · источники указаны		draft	
market.auth.reqs	mvp	market	10.4	ТРЕБОВАНИЯ К ЛЮБОМУ НАБОРУ		draft	
market.auth.req.0	mvp	market	10.4	Исторические данные с указанием источника и t₀		draft	
market.auth.req.1	mvp	market	10.4	Зафиксированное продолжение и его хэш		draft	
market.auth.req.2	mvp	market	10.4	Правила оценки без авторской импровизации		draft	
market.auth.req.3	mvp	market	10.4	Запрет на сигналы и прогнозы		draft	
market.auth.noMarket	mvp	market	10.4	Открытый маркетплейс исключён из MVP по §17.		draft	В прототипе опечатка «магазинплейс» — исправлено
market.auth.stub	mvp	market	10.4	Заглушка MVP		draft	
market.auth.live	mvp	market	10.4	Каталог активен		draft	
market.wallet.coins	mvp	market	10.5	МОНЕТЫ		draft	
market.wallet.coinsSub	mvp	market	10.5	игровая, невыводимая		draft	
market.wallet.laterTag	mvp	market	10.5	вне MVP · только метка		draft	
market.wallet.rules	mvp	market	10.5	ПРАВИЛА ЭКОНОМИКИ		draft	
market.wallet.rule.0	mvp	market	10.5	XP и ранг нельзя передать или продать		draft	
market.wallet.rule.1	mvp	market	10.5	Монеты тратятся только внутри игры		draft	
market.wallet.rule.2	mvp	market	10.5	Внешний токен не входит в MVP		draft	
market.wallet.rule.3	mvp	market	10.5	Моста «прогресс → токен» не существует		draft	
market.wallet.history	mvp	market	10.5	ИСТОРИЯ ОПЕРАЦИЙ		draft	
market.op.chapter	mvp	market	10.5	Закрытие главы {n}		draft	
market.op.tourn	mvp	market	10.5	Турнир {name}		draft	
market.op.item	mvp	market	10.5	{title}		draft	Название купленного товара
market.op.tab	mvp	market	10.5	Доп. вкладка · сценарий {n}		draft	
market.op.streak	mvp	market	10.5	Серия {days}		draft	{days} плюрализуется
market.wallet.notFinance	mvp	market	10.5	Не финансовый сервис. Внутренние балансы не являются активом и не подлежат обмену.		draft	
market.wallet.zero	mvp	market	10.5	Нулевой баланс		draft	
market.wallet.emptyHist	mvp	market	10.5	История пуста		draft	
profile.levelLine	mvp	profile	11.1	Уровень {lvl} · Сценариев {n} · Серия {days}		draft	{days} плюрализуется
profile.xpTo	mvp	profile	11.1	{cur} / {need} XP до уровня {next}		draft	
profile.cap99	mvp	profile	11.1	Уровень 99 не гарантирован никому. Это не цель, а граница.		draft	
profile.byDims	mvp	profile	11.1	КАЧЕСТВО ПО КРИТЕРИЯМ		draft	Измерения — verdict.dim.*
profile.avgOf	mvp	profile	11.1	СРЕДНЕЕ ЗА {n}		draft	
profile.c.cards	mvp	profile	11.1	КАРТ ОТКРЫТО		draft	Число компонуется в коде
profile.c.threats	mvp	profile	11.1	УГРОЗ		draft	
profile.c.chapters	mvp	profile	11.1	ГЛАВ ЗАКРЫТО		draft	
profile.c.fixed	mvp	profile	11.1	ИСПРАВЛЕНО ПАТТЕРНОВ		draft	
profile.season	mvp	profile	11.1	СЕЗОН И ЛИГА		draft	
profile.divOf	mvp	profile	11.1	Дивизион {div} · сезон {s}		draft	
profile.divSub	mvp	profile	11.1	Повышение дивизиона зависит от качества решений, а не от частоты игры.		draft	
profile.toAch	mvp	profile	11.1	Достижения и знаки		draft	
profile.rookie	mvp	profile	11.1	Пока пусто. Первые цифры появятся после трёх сценариев.		draft	Мой текст; состояние «Новичок»
profile.achOf	mvp	profile	11.2	{n} ИЗ {total}		draft	Заголовок — profile.ach; шеринг — share.open
profile.achGot	mvp	profile	11.2	ПОЛУЧЕННЫЕ		draft	
ach.flat10.title	mvp	ach	11.2	ВНЕ РЫНКА		draft	Контент: достижение
ach.flat10.body	mvp	ach	11.2	10 отказов с оценкой 80+		draft	Контент: достижение
ach.risk20.title	mvp	ach	11.2	СНАЧАЛА РИСК		draft	Контент: достижение
ach.risk20.body	mvp	ach	11.2	20 сценариев без нарушений		draft	Контент: достижение
ach.honest.title	mvp	ach	11.2	ЧЕСТНЫЙ ЖУРНАЛ		draft	Контент: достижение
ach.honest.body	mvp	ach	11.2	исправлен 1 паттерн		draft	Контент: достижение
ach.streak7.title	mvp	ach	11.2	СЕРИЯ 7		draft	Контент: достижение
ach.streak7.body	mvp	ach	11.2	7 дней подряд		draft	Контент: достижение
ach.chapter3.title	mvp	ach	11.2	ГЛАВА 3		draft	Контент: достижение
ach.chapter3.body	mvp	ach	11.2	закрыта полностью		draft	Контент: достижение
ach.top5.title	mvp	ach	11.2	ТОП 5%		draft	Контент: достижение
ach.top5.body	mvp	ach	11.2	турнир Неделя 37		draft	Контент; уточнить: конкретная неделя или паттерн
ach.noRepeat.title	mvp	ach	11.2	БЕЗ ПОВТОРОВ		draft	Контент: достижение
ach.noRepeat.body	mvp	ach	11.2	30 сценариев без E-007		draft	Контент: достижение
ach.allChapters.title	mvp	ach	11.2	ВСЕ ГЛАВЫ		draft	Контент: достижение
ach.allChapters.body	mvp	ach	11.2	7 из 7		draft	Контент: достижение
ach.collector.title	mvp	ach	11.2	СОБИРАТЕЛЬ		draft	Контент: достижение
ach.collector.body	mvp	ach	11.2	32 угрозы		draft	Контент: достижение
profile.badge	mvp	profile	11.2	ЗНАК		draft	
profile.achLocked	mvp	profile	11.2	ЗАКРЫТЫЕ		draft	
profile.achFair	mvp	profile	11.2	Ни одно достижение не выдаётся за частоту сделок или виртуальную доходность.		draft	
profile.achEmpty	mvp	profile	11.2	Пока пусто. Первое достижение — «Первая кровь».		draft	Мой текст; состояние «Пусто»
profile.achAll	mvp	profile	11.2	Всё получено. Архив гордится.		draft	Мой текст; состояние «Всё получено»
more.rulesRow	mvp	more	12.1	ПРАВИЛА		draft	
more.sub.patterns	mvp	more	12.1	{n} паттерна		draft	{n} плюрализуется
more.sub.rules	mvp	more	12.1	{n} доступно		draft	
more.sub.tournActive	mvp	more	12.1	{n} активный		draft	
more.sub.pass	mvp	more	12.1	пасс {n}/{total}		draft	
more.sub.level	mvp	more	12.1	уровень {n}		draft	
more.sub.collection	mvp	more	12.1	{n} / {total}		draft	
more.service	mvp	more	12.1	СЕРВИС		draft	
more.sub.settings	mvp	more	12.1	язык, доступность, данные		draft	
more.sub.notif	mvp	more	12.1	серия, турниры, урок дня		draft	
more.scoring	mvp	more	12.1	Правила оценки		draft	
more.sub.scoring	mvp	more	12.1	открытая методика		draft	
more.sub.legal	mvp	more	12.1	дисклеймеры, оферта		draft	
more.support	mvp	more	12.1	Поддержка и обратная связь		draft	
more.sub.support	mvp	more	12.1	ошибки в сценариях		draft	
settings.ver	mvp	settings	12.2	ВЕРСИЯ {v} · {build}		draft	
settings.region	mvp	settings	12.2	ЯЗЫК И РЕГИОН		draft	
settings.langName.ru	mvp	settings	12.2	Русский		draft	
settings.langName.en	mvp	settings	12.2	English		draft	
settings.dateFmt	mvp	settings	12.2	Формат дат и времени		draft	
settings.dateFmtVal	mvp	settings	12.2	DD.MM · 24ч · UTC+3		draft	
settings.units	mvp	settings	12.2	Единицы цен		draft	
settings.unitsSrc	mvp	settings	12.2	как в источнике		draft	
settings.a11y	mvp	settings	12.2	ДОСТУПНОСТЬ		draft	
settings.bigText	mvp	settings	12.2	Увеличенный текст		draft	
settings.contrast	mvp	settings	12.2	Высокий контраст		draft	
settings.cbPalette	mvp	settings	12.2	Цветослепые палитры графика		draft	
settings.noTimers	mvp	settings	12.2	Отключить таймеры в турнирах		draft	
settings.data	mvp	settings	12.2	ДАННЫЕ И ПРОЗРАЧНОСТЬ		draft	
settings.showDataset	mvp	settings	12.2	Показывать версию датасета на экране задания		draft	
settings.showHash	mvp	settings	12.2	Показывать хэш скрытого будущего		draft	
settings.export	mvp	settings	12.2	Экспорт журнала решений		draft	
settings.exportFmt	mvp	settings	12.2	CSV / JSON		draft	
settings.wipe	mvp	settings	12.2	Удалить аккаунт и данные		draft	
settings.wipeWarn	mvp	settings	12.2	необратимо		draft	
settings.fair	mvp	settings	12.2	Настройки не влияют на сложность и оценку. Отключение таймера разрешено всем.		draft	
legal.mustRead	mvp	legal	12.3	ОБЯЗАТЕЛЬНО К ПОКАЗУ		draft	
legal.hero	mvp	legal	12.3	ЭТО НЕ ФИНАНСОВАЯ РЕКОМЕНДАЦИЯ.		draft	
legal.heroSub	mvp	legal	12.3	Игра учит качеству решений на исторических данных и не даёт сигналов, прогнозов и инвестиционных советов.		draft	
legal.notTitle	mvp	legal	12.3	ЧЕМ ПРОДУКТ НЕ ЯВЛЯЕТСЯ		draft	
legal.not.0	mvp	legal	12.3	Торговым терминалом и симулятором биржи		draft	
legal.not.1	mvp	legal	12.3	Демо-счётом или брокером		draft	
legal.not.2	mvp	legal	12.3	Игрой play-to-earn с выводом средств		draft	
legal.not.3	mvp	legal	12.3	Сервисом сигналов и прогнозов		draft	
legal.not.4	mvp	legal	12.3	Казино или азартной игрой на деньги		draft	
legal.docs	mvp	legal	12.3	ДОКУМЕНТЫ		draft	
legal.doc.terms	mvp	legal	12.3	Пользовательское соглашение		draft	
legal.doc.privacy	mvp	legal	12.3	Политика обработки данных		draft	
legal.doc.refunds	mvp	legal	12.3	Правила покупок и возвратов		draft	
legal.doc.scoring	mvp	legal	12.3	Методика оценки решений		draft	
legal.doc.sources	mvp	legal	12.3	Источники исторических данных		draft	
legal.doc.sourcesSub	mvp	legal	12.3	перечень		draft	
legal.satire	mvp	legal	12.3	Сатира касается поведения рынка и индустрии, а не конкретных пострадавших людей.		draft	
legal.doc.termsBody	mvp	legal	12.3			todo	Полный текст документа
legal.doc.privacyBody	mvp	legal	12.3			todo	Полный текст документа
legal.doc.refundsBody	mvp	legal	12.3			todo	Полный текст документа
legal.doc.scoringBody	mvp	legal	12.3			todo	Полный текст документа
legal.doc.sourcesBody	mvp	legal	12.3			todo	Полный текст документа
legal.accept	mvp	legal	12.3	Принимаю		draft	
legal.firstRun	mvp	legal	12.3	Продолжая, ты принимаешь документы выше.		draft	Мой текст; состояние «Первый запуск»
push.of	mvp	push	12.4	{n} ИЗ {total} ВКЛ		draft	Заголовок — notif.title
push.types	mvp	push	12.4	ТИПЫ СОБЫТИЙ		draft	
push.evt.lesson	mvp	push	12.4	Урок дня готов		draft	
push.evt.lessonSub	mvp	push	12.4	ежедневно 10:00		draft	
push.evt.streak	mvp	push	12.4	Серия в опасности		draft	
push.evt.streakSub	mvp	push	12.4	за 3 ч до обнуления		draft	
push.evt.tourn	mvp	push	12.4	Закрытие окна турнира		draft	
push.evt.tournSub	mvp	push	12.4	за 6 ч		draft	
push.evt.content	mvp	push	12.4	Новые сценарии и главы		draft	
push.evt.contentSub	mvp	push	12.4	при выходе		draft	
push.evt.support	mvp	push	12.4	Ответ поддержки		draft	
push.evt.supportSub	mvp	push	12.4	по событию		draft	
push.evt.promo	mvp	push	12.4	Акции магазина		draft	
push.evt.promoSub	mvp	push	12.4	не чаще 1 раза в неделю		draft	
push.quiet	mvp	push	12.4	РЕЖИМ ТИШИНЫ		draft	
push.from	mvp	push	12.4	НАЧАЛО		draft	
push.to	mvp	push	12.4	КОНЕЦ		draft	
push.days	mvp	push	12.4	ДНИ		draft	Названия дней — common.wd.*
push.daily	mvp	push	12.4	ежедневно		draft	
push.channel	mvp	push	12.4	КАНАЛ		draft	
push.channelVal	mvp	push	12.4			todo	Значение канала (пуш/внутриигровые)
push.banned	mvp	push	12.4	ЗАПРЕЩЁННЫЕ ФОРМАТЫ		draft	В прототипе «ЗАПРЕЩЕННЫЕ» без Ё — нормализовано
push.ban.0	mvp	push	12.4	Сообщения о «упущенной выгоде»		draft	
push.ban.1	mvp	push	12.4	Ложная срочность и таймеры в пушах		draft	
push.ban.2	mvp	push	12.4	Давление на возврат после проигрыша		draft	
push.save	mvp	push	12.4	Сохранить		draft	
push.allOff	mvp	push	12.4	Всё выключено		draft	
push.quietOn	mvp	push	12.4	Режим тишины активен		draft	
market.i.pack-news.title	mvp	market	10.1	НАБОР СЦЕНАРИЕВ «НОВОСТНЫЕ ШОКИ»		draft	Контент: товар
market.i.pack-news.body	mvp	market	10.1			todo	Контент: описание товара
market.i.pack-liquidity.short	mvp	market	10.4	ЛИКВИДНОСТЬ 2019–21		draft	Контент: короткое имя набора
market.i.pack-news.short	mvp	market	10.4	НОВОСТНЫЕ ШОКИ		draft	Контент: короткое имя набора
